date,sector,business_type,estimated_transactions,estimated_revenue
2026-05-28,Central Mall,Grocery,365,219000
2026-05-28,Station Area,Grocery,201,120600
2026-05-28,Station Area,Retail,125,100000
2026-05-28,Station Area,Food & Beverage,275,96250
2026-05-28,Station Area,Entertainment,119,59500
2026-05-29,Market Street,Retail,171,136800
2026-05-29,Market Street,Healthcare,58,87000
2026-05-29,Market Street,Entertainment,174,87000
2026-05-29,Market Street,Services,123,147600
2026-05-29,Market Street,Grocery,253,151800
2026-05-29,Market Street,Food & Beverage,295,103250
2026-05-29,Tech Park,Healthcare,62,93000
2026-05-29,Tech Park,Entertainment,177,88500
2026-05-29,Tech Park,Services,133,159600
2026-05-29,Tech Park,Retail,206,164800
2026-05-29,Old Town,Entertainment,66,33000
2026-05-29,Old Town,Grocery,154,92400
2026-05-29,Old Town,Retail,119,95200
2026-05-29,Old Town,Services,48,57600
2026-05-29,Old Town,Food & Beverage,184,64400
2026-05-29,Old Town,Healthcare,37,55500
2026-05-29,Riverside,Food & Beverage,136,47600
2026-05-29,Riverside,Healthcare,25,37500
2026-05-29,Riverside,Grocery,121,72600
2026-05-29,Riverside,Retail,79,63200
2026-05-29,Riverside,Services,37,44400
2026-05-29,College Road,Retail,145,116000
2026-05-29,College Road,Grocery,274,164400
2026-05-29,College Road,Entertainment,155,77500
2026-05-29,College Road,Services,98,117600
2026-05-29,College Road,Food & Beverage,291,101850
2026-05-29,College Road,Healthcare,57,85500
2026-05-29,Industrial Zone,Entertainment,44,22000
2026-05-29,Industrial Zone,Retail,59,47200
2026-05-29,Industrial Zone,Services,26,31200
2026-05-29,Industrial Zone,Healthcare,19,28500
2026-05-29,Industrial Zone,Food & Beverage,100,35000
2026-05-29,Industrial Zone,Grocery,87,52200
2026-05-29,Central Mall,Healthcare,84,126000
2026-05-29,Central Mall,Retail,275,220000
2026-05-29,Central Mall,Entertainment,231,115500
2026-05-29,Central Mall,Grocery,375,225000
2026-05-29,Station Area,Grocery,230,138000
2026-05-29,Station Area,Retail,165,132000
2026-05-29,Station Area,Food & Beverage,248,86800
2026-05-29,Station Area,Entertainment,142,71000
2026-05-30,Market Street,Retail,314,251200
2026-05-30,Market Street,Healthcare,92,138000
2026-05-30,Market Street,Entertainment,256,128000
2026-05-30,Market Street,Services,121,145200
2026-05-30,Market Street,Grocery,317,190200
2026-05-30,Market Street,Food & Beverage,487,170450
2026-05-30,Tech Park,Healthcare,53,79500
2026-05-30,Tech Park,Entertainment,140,70000
2026-05-30,Tech Park,Services,82,98400
2026-05-30,Tech Park,Retail,142,113600
2026-05-30,Old Town,Entertainment,112,56000
2026-05-30,Old Town,Grocery,162,97200
2026-05-30,Old Town,Retail,127,101600
2026-05-30,Old Town,Services,84,100800
2026-05-30,Old Town,Food & Beverage,261,91350
2026-05-30,Old Town,Healthcare,49,73500
2026-05-30,Riverside,Food & Beverage,168,58800
2026-05-30,Riverside,Healthcare,39,58500
2026-05-30,Riverside,Grocery,142,85200
2026-05-30,Riverside,Retail,136,108800
2026-05-30,Riverside,Services,61,73200
2026-05-30,College Road,Retail,119,95200
2026-05-30,College Road,Grocery,179,107400
2026-05-30,College Road,Entertainment,100,50000
2026-05-30,College Road,Services,82,98400
2026-05-30,College Road,Food & Beverage,207,72450
2026-05-30,College Road,Healthcare,38,57000
2026-05-30,Industrial Zone,Entertainment,44,22000
2026-05-30,Industrial Zone,Retail,70,56000
2026-05-30,Industrial Zone,Services,35,42000
2026-05-30,Industrial Zone,Healthcare,20,30000
2026-05-30,Industrial Zone,Food & Beverage,131,45850
2026-05-30,Industrial Zone,Grocery,100,60000
2026-05-30,Central Mall,Healthcare,119,178500
2026-05-30,Central Mall,Retail,409,327200
2026-05-30,Central Mall,Entertainment,307,153500
2026-05-30,Central Mall,Grocery,441,264600
2026-05-30,Station Area,Grocery,245,147000
2026-05-30,Station Area,Retail,222,177600
2026-05-30,Station Area,Food & Beverage,356,124600
2026-05-30,Station Area,Entertainment,167,83500
2026-05-31,Market Street,Retail,261,208800
2026-05-31,Market Street,Healthcare,101,151500
2026-05-31,Market Street,Entertainment,211,105500
2026-05-31,Market Street,Services,151,181200
2026-05-31,Market Street,Grocery,436,261600
2026-05-31,Market Street,Food & Beverage,445,155750
2026-05-31,Tech Park,Healthcare,41,61500
2026-05-31,Tech Park,Entertainment,104,52000
2026-05-31,Tech Park,Services,85,102000
2026-05-31,Tech Park,Retail,150,120000
2026-05-31,Old Town,Entertainment,131,65500
2026-05-31,Old Town,Grocery,211,126600
2026-05-31,Old Town,Retail,175,140000
2026-05-31,Old Town,Services,81,97200
2026-05-31,Old Town,Food & Beverage,286,100100
2026-05-31,Old Town,Healthcare,51,76500
2026-05-31,Riverside,Food & Beverage,186,65100
2026-05-31,Riverside,Healthcare,38,57000
2026-05-31,Riverside,Grocery,158,94800
2026-05-31,Riverside,Retail,122,97600
2026-05-31,Riverside,Services,67,80400
2026-05-31,College Road,Retail,85,68000
2026-05-31,College Road,Grocery,166,99600
2026-05-31,College Road,Entertainment,104,52000
2026-05-31,College Road,Services,83,99600
2026-05-31,College Road,Food & Beverage,201,70350
2026-05-31,College Road,Healthcare,45,67500
2026-05-31,Industrial Zone,Entertainment,62,31000
2026-05-31,Industrial Zone,Retail,58,46400
2026-05-31,Industrial Zone,Services,37,44400
2026-05-31,Industrial Zone,Healthcare,20,30000
2026-05-31,Industrial Zone,Food & Beverage,107,37450
2026-05-31,Industrial Zone,Grocery,82,49200
2026-05-31,Central Mall,Healthcare,103,154500
2026-05-31,Central Mall,Retail,425,340000
2026-05-31,Central Mall,Entertainment,290,145000
2026-05-31,Central Mall,Grocery,494,296400
2026-05-31,Station Area,Grocery,245,147000
2026-05-31,Station Area,Retail,147,117600
2026-05-31,Station Area,Food & Beverage,304,106400
2026-05-31,Station Area,Entertainment,155,77500
2026-06-01,Market Street,Retail,164,131200
2026-06-01,Market Street,Healthcare,65,97500
2026-06-01,Market Street,Entertainment,154,77000
2026-06-01,Market Street,Services,113,135600
2026-06-01,Market Street,Grocery,229,137400
2026-06-01,Market Street,Food & Beverage,266,93100
2026-06-01,Tech Park,Healthcare,72,108000
2026-06-01,Tech Park,Entertainment,205,102500
2026-06-01,Tech Park,Services,98,117600
2026-06-01,Tech Park,Retail,178,142400
2026-06-01,Old Town,Entertainment,85,42500
2026-06-01,Old Town,Grocery,135,81000
2026-06-01,Old Town,Retail,106,84800
2026-06-01,Old Town,Services,62,74400
2026-06-01,Old Town,Food & Beverage,167,58450
2026-06-01,Old Town,Healthcare,28,42000
2026-06-01,Riverside,Food & Beverage,159,55650
2026-06-01,Riverside,Healthcare,23,34500
2026-06-01,Riverside,Grocery,94,56400
2026-06-01,Riverside,Retail,88,70400
2026-06-01,Riverside,Services,40,48000
2026-06-01,College Road,Retail,164,131200
2026-06-01,College Road,Grocery,231,138600
2026-06-01,College Road,Entertainment,146,73000
2026-06-01,College Road,Services,85,102000
2026-06-01,College Road,Food & Beverage,317,110950
2026-06-01,College Road,Healthcare,43,64500
2026-06-01,Industrial Zone,Entertainment,62,31000
2026-06-01,Industrial Zone,Retail,66,52800
2026-06-01,Industrial Zone,Services,43,51600
2026-06-01,Industrial Zone,Healthcare,24,36000
2026-06-01,Industrial Zone,Food & Beverage,112,39200
2026-06-01,Industrial Zone,Grocery,102,61200
2026-06-01,Central Mall,Healthcare,89,133500
2026-06-01,Central Mall,Retail,263,210400
2026-06-01,Central Mall,Entertainment,177,88500
2026-06-01,Central Mall,Grocery,313,187800
2026-06-01,Station Area,Grocery,272,163200
2026-06-01,Station Area,Retail,203,162400
2026-06-01,Station Area,Food & Beverage,366,128100
2026-06-01,Station Area,Entertainment,130,65000
2026-06-02,Market Street,Retail,198,158400
2026-06-02,Market Street,Healthcare,62,93000
2026-06-02,Market Street,Entertainment,140,70000
2026-06-02,Market Street,Services,94,112800
2026-06-02,Market Street,Grocery,250,150000
2026-06-02,Market Street,Food & Beverage,204,71400
2026-06-02,Tech Park,Healthcare,62,93000
2026-06-02,Tech Park,Entertainment,147,73500
2026-06-02,Tech Park,Services,113,135600
2026-06-02,Tech Park,Retail,185,148000
2026-06-02,Old Town,Entertainment,86,43000
2026-06-02,Old Town,Grocery,169,101400
2026-06-02,Old Town,Retail,121,96800
2026-06-02,Old Town,Services,64,76800
2026-06-02,Old Town,Food & Beverage,174,60900
2026-06-02,Old Town,Healthcare,38,57000
2026-06-02,Riverside,Food & Beverage,161,56350
2026-06-02,Riverside,Healthcare,32,48000
2026-06-02,Riverside,Grocery,137,82200
2026-06-02,Riverside,Retail,93,74400
2026-06-02,Riverside,Services,60,72000
2026-06-02,College Road,Retail,156,124800
2026-06-02,College Road,Grocery,225,135000
2026-06-02,College Road,Entertainment,145,72500
2026-06-02,College Road,Services,93,111600
2026-06-02,College Road,Food & Beverage,227,79450
2026-06-02,College Road,Healthcare,55,82500
2026-06-02,Industrial Zone,Entertainment,60,30000
2026-06-02,Industrial Zone,Retail,75,60000
2026-06-02,Industrial Zone,Services,32,38400
2026-06-02,Industrial Zone,Healthcare,21,31500
2026-06-02,Industrial Zone,Food & Beverage,126,44100
2026-06-02,Industrial Zone,Grocery,85,51000
2026-06-02,Central Mall,Healthcare,86,129000
2026-06-02,Central Mall,Retail,308,246400
2026-06-02,Central Mall,Entertainment,211,105500
2026-06-02,Central Mall,Grocery,329,197400
2026-06-02,Station Area,Grocery,233,139800
2026-06-02,Station Area,Retail,198,158400
2026-06-02,Station Area,Food & Beverage,277,96950
2026-06-02,Station Area,Entertainment,149,74500
2026-06-03,Market Street,Retail,206,164800
2026-06-03,Market Street,Healthcare,75,112500
2026-06-03,Market Street,Entertainment,170,85000
2026-06-03,Market Street,Services,98,117600
2026-06-03,Market Street,Grocery,297,178200
2026-06-03,Market Street,Food & Beverage,323,113050
2026-06-03,Tech Park,Healthcare,57,85500
2026-06-03,Tech Park,Entertainment,153,76500
2026-06-03,Tech Park,Services,119,142800
2026-06-03,Tech Park,Retail,198,158400
2026-06-03,Old Town,Entertainment,95,47500
2026-06-03,Old Town,Grocery,184,110400
2026-06-03,Old Town,Retail,101,80800
2026-06-03,Old Town,Services,55,66000
2026-06-03,Old Town,Food & Beverage,166,58100
2026-06-03,Old Town,Healthcare,41,61500
2026-06-03,Riverside,Food & Beverage,141,49350
2026-06-03,Riverside,Healthcare,32,48000
2026-06-03,Riverside,Grocery,114,68400
2026-06-03,Riverside,Retail,80,64000
2026-06-03,Riverside,Services,44,52800
2026-06-03,College Road,Retail,191,152800
2026-06-03,College Road,Grocery,210,126000
2026-06-03,College Road,Entertainment,192,96000
2026-06-03,College Road,Services,106,127200
2026-06-03,College Road,Food & Beverage,322,112700
2026-06-03,College Road,Healthcare,67,100500
2026-06-03,Industrial Zone,Entertainment,68,34000
2026-06-03,Industrial Zone,Retail,78,62400
2026-06-03,Industrial Zone,Services,39,46800
2026-06-03,Industrial Zone,Healthcare,28,42000
2026-06-03,Industrial Zone,Food & Beverage,137,47950
2026-06-03,Industrial Zone,Grocery,97,58200
2026-06-03,Central Mall,Healthcare,92,138000
2026-06-03,Central Mall,Retail,249,199200
2026-06-03,Central Mall,Entertainment,207,103500
2026-06-03,Central Mall,Grocery,367,220200
2026-06-03,Station Area,Grocery,221,132600
2026-06-03,Station Area,Retail,170,136000
2026-06-03,Station Area,Food & Beverage,298,104300
2026-06-03,Station Area,Entertainment,122,61000
2026-06-04,Market Street,Retail,202,161600
2026-06-04,Market Street,Healthcare,68,102000
2026-06-04,Market Street,Entertainment,145,72500
2026-06-04,Market Street,Services,132,158400
2026-06-04,Market Street,Grocery,230,138000
2026-06-04,Market Street,Food & Beverage,292,102200
2026-06-04,Tech Park,Healthcare,90,135000
2026-06-04,Tech Park,Entertainment,204,102000
2026-06-04,Tech Park,Services,114,136800
2026-06-04,Tech Park,Retail,253,202400
2026-06-04,Old Town,Entertainment,101,50500
2026-06-04,Old Town,Grocery,147,88200
2026-06-04,Old Town,Retail,139,111200
2026-06-04,Old Town,Services,48,57600
2026-06-04,Old Town,Food & Beverage,197,68950
2026-06-04,Old Town,Healthcare,41,61500
2026-06-04,Riverside,Food & Beverage,173,60550
2026-06-04,Riverside,Healthcare,31,46500
2026-06-04,Riverside,Grocery,123,73800
2026-06-04,Riverside,Retail,99,79200
2026-06-04,Riverside,Services,55,66000
2026-06-04,College Road,Retail,211,168800
2026-06-04,College Road,Grocery,293,175800
2026-06-04,College Road,Entertainment,143,71500
2026-06-04,College Road,Services,103,123600
2026-06-04,College Road,Food & Beverage,301,105350
2026-06-04,College Road,Healthcare,63,94500
2026-06-04,Industrial Zone,Entertainment,56,28000
2026-06-04,Industrial Zone,Retail,65,52000
2026-06-04,Industrial Zone,Services,43,51600
2026-06-04,Industrial Zone,Healthcare,21,31500
2026-06-04,Industrial Zone,Food & Beverage,108,37800
2026-06-04,Industrial Zone,Grocery,87,52200
2026-06-04,Central Mall,Healthcare,82,123000
2026-06-04,Central Mall,Retail,263,210400
2026-06-04,Central Mall,Entertainment,236,118000
2026-06-04,Central Mall,Grocery,357,214200
2026-06-04,Station Area,Grocery,258,154800
2026-06-04,Station Area,Retail,190,152000
2026-06-04,Station Area,Food & Beverage,334,116900
2026-06-04,Station Area,Entertainment,169,84500
2026-06-05,Market Street,Retail,220,176000
2026-06-05,Market Street,Healthcare,56,84000
2026-06-05,Market Street,Entertainment,152,76000
2026-06-05,Market Street,Services,106,127200
2026-06-05,Market Street,Grocery,214,128400
2026-06-05,Market Street,Food & Beverage,300,105000
2026-06-05,Tech Park,Healthcare,60,90000
2026-06-05,Tech Park,Entertainment,143,71500
2026-06-05,Tech Park,Services,105,126000
2026-06-05,Tech Park,Retail,191,152800
2026-06-05,Old Town,Entertainment,85,42500
2026-06-05,Old Town,Grocery,157,94200
2026-06-05,Old Town,Retail,132,105600
2026-06-05,Old Town,Services,70,84000
2026-06-05,Old Town,Food & Beverage,152,53200
2026-06-05,Old Town,Healthcare,39,58500
2026-06-05,Riverside,Food & Beverage,127,44450
2026-06-05,Riverside,Healthcare,26,39000
2026-06-05,Riverside,Grocery,99,59400
2026-06-05,Riverside,Retail,78,62400
2026-06-05,Riverside,Services,42,50400
2026-06-05,College Road,Retail,157,125600
2026-06-05,College Road,Grocery,202,121200
2026-06-05,College Road,Entertainment,127,63500
2026-06-05,College Road,Services,91,109200
2026-06-05,College Road,Food & Beverage,294,102900
2026-06-05,College Road,Healthcare,60,90000
2026-06-05,Industrial Zone,Entertainment,46,23000
2026-06-05,Industrial Zone,Retail,62,49600
2026-06-05,Industrial Zone,Services,35,42000
2026-06-05,Industrial Zone,Healthcare,22,33000
2026-06-05,Industrial Zone,Food & Beverage,101,35350
2026-06-05,Industrial Zone,Grocery,79,47400
2026-06-05,Central Mall,Healthcare,86,129000
2026-06-05,Central Mall,Retail,225,180000
2026-06-05,Central Mall,Entertainment,199,99500
2026-06-05,Central Mall,Grocery,364,218400
2026-06-05,Station Area,Grocery,247,148200
2026-06-05,Station Area,Retail,170,136000
2026-06-05,Station Area,Food & Beverage,297,103950
2026-06-05,Station Area,Entertainment,128,64000
2026-06-06,Market Street,Retail,310,248000
2026-06-06,Market Street,Healthcare,95,142500
2026-06-06,Market Street,Entertainment,225,112500
2026-06-06,Market Street,Services,149,178800
2026-06-06,Market Street,Grocery,384,230400
2026-06-06,Market Street,Food & Beverage,461,161350
2026-06-06,Tech Park,Healthcare,47,70500
2026-06-06,Tech Park,Entertainment,102,51000
2026-06-06,Tech Park,Services,82,98400
2026-06-06,Tech Park,Retail,153,122400
2026-06-06,Old Town,Entertainment,124,62000
2026-06-06,Old Town,Grocery,228,136800
2026-06-06,Old Town,Retail,159,127200
2026-06-06,Old Town,Services,87,104400
2026-06-06,Old Town,Food & Beverage,340,119000
2026-06-06,Old Town,Healthcare,55,82500
2026-06-06,Riverside,Food & Beverage,218,76300
2026-06-06,Riverside,Healthcare,44,66000
2026-06-06,Riverside,Grocery,151,90600
2026-06-06,Riverside,Retail,115,92000
2026-06-06,Riverside,Services,59,70800
2026-06-06,College Road,Retail,103,82400
2026-06-06,College Road,Grocery,108,64800
2026-06-06,College Road,Entertainment,96,48000
2026-06-06,College Road,Services,73,87600
2026-06-06,College Road,Food & Beverage,192,67200
2026-06-06,College Road,Healthcare,32,48000
2026-06-06,Industrial Zone,Entertainment,52,26000
2026-06-06,Industrial Zone,Retail,66,52800
2026-06-06,Industrial Zone,Services,33,39600
2026-06-06,Industrial Zone,Healthcare,25,37500
2026-06-06,Industrial Zone,Food & Beverage,125,43750
2026-06-06,Industrial Zone,Grocery,82,49200
2026-06-06,Central Mall,Healthcare,139,208500
2026-06-06,Central Mall,Retail,450,360000
2026-06-06,Central Mall,Entertainment,372,186000
2026-06-06,Central Mall,Grocery,670,402000
2026-06-06,Station Area,Grocery,204,122400
2026-06-06,Station Area,Retail,215,172000
2026-06-06,Station Area,Food & Beverage,270,94500
2026-06-06,Station Area,Entertainment,126,63000
2026-06-07,Market Street,Retail,333,266400
2026-06-07,Market Street,Healthcare,101,151500
2026-06-07,Market Street,Entertainment,268,134000
2026-06-07,Market Street,Services,149,178800
2026-06-07,Market Street,Grocery,420,252000
2026-06-07,Market Street,Food & Beverage,607,212450
2026-06-07,Tech Park,Healthcare,52,78000
2026-06-07,Tech Park,Entertainment,127,63500
2026-06-07,Tech Park,Services,88,105600
2026-06-07,Tech Park,Retail,176,140800
2026-06-07,Old Town,Entertainment,104,52000
2026-06-07,Old Town,Grocery,221,132600
2026-06-07,Old Town,Retail,152,121600
2026-06-07,Old Town,Services,84,100800
2026-06-07,Old Town,Food & Beverage,288,100800
2026-06-07,Old Town,Healthcare,46,69000
2026-06-07,Riverside,Food & Beverage,177,61950
2026-06-07,Riverside,Healthcare,31,46500
2026-06-07,Riverside,Grocery,148,88800
2026-06-07,Riverside,Retail,133,106400
2026-06-07,Riverside,Services,62,74400
2026-06-07,College Road,Retail,122,97600
2026-06-07,College Road,Grocery,179,107400
2026-06-07,College Road,Entertainment,96,48000
2026-06-07,College Road,Services,67,80400
2026-06-07,College Road,Food & Beverage,245,85750
2026-06-07,College Road,Healthcare,41,61500
2026-06-07,Industrial Zone,Entertainment,60,30000
2026-06-07,Industrial Zone,Retail,67,53600
2026-06-07,Industrial Zone,Services,36,43200
2026-06-07,Industrial Zone,Healthcare,22,33000
2026-06-07,Industrial Zone,Food & Beverage,122,42700
2026-06-07,Industrial Zone,Grocery,98,58800
2026-06-07,Central Mall,Healthcare,127,190500
2026-06-07,Central Mall,Retail,392,313600
2026-06-07,Central Mall,Entertainment,290,145000
2026-06-07,Central Mall,Grocery,522,313200
2026-06-07,Station Area,Grocery,222,133200
2026-06-07,Station Area,Retail,172,137600
2026-06-07,Station Area,Food & Beverage,280,98000
2026-06-07,Station Area,Entertainment,131,65500
2026-06-08,Market Street,Retail,192,153600
2026-06-08,Market Street,Healthcare,72,108000
2026-06-08,Market Street,Entertainment,186,93000
2026-06-08,Market Street,Services,122,146400
2026-06-08,Market Street,Grocery,240,144000
2026-06-08,Market Street,Food & Beverage,388,135800
2026-06-08,Tech Park,Healthcare,56,84000
2026-06-08,Tech Park,Entertainment,149,74500
2026-06-08,Tech Park,Services,85,102000
2026-06-08,Tech Park,Retail,178,142400
2026-06-08,Old Town,Entertainment,97,48500
2026-06-08,Old Town,Grocery,133,79800
2026-06-08,Old Town,Retail,124,99200
2026-06-08,Old Town,Services,71,85200
2026-06-08,Old Town,Food & Beverage,192,67200
2026-06-08,Old Town,Healthcare,44,66000
2026-06-08,Riverside,Food & Beverage,128,44800
2026-06-08,Riverside,Healthcare,28,42000
2026-06-08,Riverside,Grocery,81,48600
2026-06-08,Riverside,Retail,97,77600
2026-06-08,Riverside,Services,48,57600
2026-06-08,College Road,Retail,161,128800
2026-06-08,College Road,Grocery,177,106200
2026-06-08,College Road,Entertainment,136,68000
2026-06-08,College Road,Services,75,90000
2026-06-08,College Road,Food & Beverage,289,101150
2026-06-08,College Road,Healthcare,57,85500
2026-06-08,Industrial Zone,Entertainment,54,27000
2026-06-08,Industrial Zone,Retail,82,65600
2026-06-08,Industrial Zone,Services,42,50400
2026-06-08,Industrial Zone,Healthcare,27,40500
2026-06-08,Industrial Zone,Food & Beverage,124,43400
2026-06-08,Industrial Zone,Grocery,85,51000
2026-06-08,Central Mall,Healthcare,101,151500
2026-06-08,Central Mall,Retail,269,215200
2026-06-08,Central Mall,Entertainment,190,95000
2026-06-08,Central Mall,Grocery,418,250800
2026-06-08,Station Area,Grocery,315,189000
2026-06-08,Station Area,Retail,194,155200
2026-06-08,Station Area,Food & Beverage,396,138600
2026-06-08,Station Area,Entertainment,158,79000
2026-06-09,Market Street,Retail,178,142400
2026-06-09,Market Street,Healthcare,58,87000
2026-06-09,Market Street,Entertainment,173,86500
2026-06-09,Market Street,Services,91,109200
2026-06-09,Market Street,Grocery,266,159600
2026-06-09,Market Street,Food & Beverage,292,102200
2026-06-09,Tech Park,Healthcare,61,91500
2026-06-09,Tech Park,Entertainment,170,85000
2026-06-09,Tech Park,Services,99,118800
2026-06-09,Tech Park,Retail,185,148000
2026-06-09,Old Town,Entertainment,116,58000
2026-06-09,Old Town,Grocery,201,120600
2026-06-09,Old Town,Retail,138,110400
2026-06-09,Old Town,Services,64,76800
2026-06-09,Old Town,Food & Beverage,206,72100
2026-06-09,Old Town,Healthcare,43,64500
2026-06-09,Riverside,Food & Beverage,147,51450
2026-06-09,Riverside,Healthcare,25,37500
2026-06-09,Riverside,Grocery,122,73200
2026-06-09,Riverside,Retail,86,68800
2026-06-09,Riverside,Services,37,44400
2026-06-09,College Road,Retail,189,151200
2026-06-09,College Road,Grocery,265,159000
2026-06-09,College Road,Entertainment,166,83000
2026-06-09,College Road,Services,132,158400
2026-06-09,College Road,Food & Beverage,357,124950
2026-06-09,College Road,Healthcare,63,94500
2026-06-09,Industrial Zone,Entertainment,57,28500
2026-06-09,Industrial Zone,Retail,67,53600
2026-06-09,Industrial Zone,Services,38,45600
2026-06-09,Industrial Zone,Healthcare,24,36000
2026-06-09,Industrial Zone,Food & Beverage,130,45500
2026-06-09,Industrial Zone,Grocery,93,55800
2026-06-09,Central Mall,Healthcare,100,150000
2026-06-09,Central Mall,Retail,282,225600
2026-06-09,Central Mall,Entertainment,192,96000
2026-06-09,Central Mall,Grocery,420,252000
2026-06-09,Station Area,Grocery,250,150000
2026-06-09,Station Area,Retail,166,132800
2026-06-09,Station Area,Food & Beverage,353,123550
2026-06-09,Station Area,Entertainment,175,87500
2026-06-10,Market Street,Retail,205,164000
2026-06-10,Market Street,Healthcare,65,97500
2026-06-10,Market Street,Entertainment,162,81000
2026-06-10,Market Street,Services,117,140400
2026-06-10,Market Street,Grocery,309,185400
2026-06-10,Market Street,Food & Beverage,363,127050
2026-06-10,Tech Park,Healthcare,66,99000
2026-06-10,Tech Park,Entertainment,180,90000
2026-06-10,Tech Park,Services,101,121200
2026-06-10,Tech Park,Retail,216,172800
2026-06-10,Old Town,Entertainment,97,48500
2026-06-10,Old Town,Grocery,174,104400
2026-06-10,Old Town,Retail,124,99200
2026-06-10,Old Town,Services,66,79200
2026-06-10,Old Town,Food & Beverage,201,70350
2026-06-10,Old Town,Healthcare,47,70500
2026-06-10,Riverside,Food & Beverage,67,23450
2026-06-10,Riverside,Healthcare,13,19500
2026-06-10,Riverside,Grocery,70,42000
2026-06-10,Riverside,Retail,47,37600
2026-06-10,Riverside,Services,17,20400
2026-06-10,College Road,Retail,156,124800
2026-06-10,College Road,Grocery,180,108000
2026-06-10,College Road,Entertainment,119,59500
2026-06-10,College Road,Services,60,72000
2026-06-10,College Road,Food & Beverage,272,95200
2026-06-10,College Road,Healthcare,48,72000
2026-06-10,Industrial Zone,Entertainment,48,24000
2026-06-10,Industrial Zone,Retail,50,40000
2026-06-10,Industrial Zone,Services,32,38400
2026-06-10,Industrial Zone,Healthcare,19,28500
2026-06-10,Industrial Zone,Food & Beverage,116,40600
2026-06-10,Industrial Zone,Grocery,92,55200
2026-06-10,Central Mall,Healthcare,78,117000
2026-06-10,Central Mall,Retail,210,168000
2026-06-10,Central Mall,Entertainment,208,104000
2026-06-10,Central Mall,Grocery,244,146400
2026-06-10,Station Area,Grocery,222,133200
2026-06-10,Station Area,Retail,192,153600
2026-06-10,Station Area,Food & Beverage,397,138950
2026-06-10,Station Area,Entertainment,152,76000
2026-06-11,Market Street,Retail,182,145600
2026-06-11,Market Street,Healthcare,53,79500
2026-06-11,Market Street,Entertainment,162,81000
2026-06-11,Market Street,Services,108,129600
2026-06-11,Market Street,Grocery,267,160200
2026-06-11,Market Street,Food & Beverage,290,101500
2026-06-11,Tech Park,Healthcare,51,76500
2026-06-11,Tech Park,Entertainment,114,57000
2026-06-11,Tech Park,Services,88,105600
2026-06-11,Tech Park,Retail,146,116800
2026-06-11,Old Town,Entertainment,86,43000
2026-06-11,Old Town,Grocery,156,93600
2026-06-11,Old Town,Retail,116,92800
2026-06-11,Old Town,Services,61,73200
2026-06-11,Old Town,Food & Beverage,214,74900
2026-06-11,Old Town,Healthcare,41,61500
2026-06-11,Riverside,Food & Beverage,52,18200
2026-06-11,Riverside,Healthcare,10,15000
2026-06-11,Riverside,Grocery,38,22800
2026-06-11,Riverside,Retail,32,25600
2026-06-11,Riverside,Services,17,20400
2026-06-11,College Road,Retail,150,120000
2026-06-11,College Road,Grocery,259,155400
2026-06-11,College Road,Entertainment,128,64000
2026-06-11,College Road,Services,95,114000
2026-06-11,College Road,Food & Beverage,328,114800
2026-06-11,College Road,Healthcare,64,96000
2026-06-11,Industrial Zone,Entertainment,58,29000
2026-06-11,Industrial Zone,Retail,69,55200
2026-06-11,Industrial Zone,Services,42,50400
2026-06-11,Industrial Zone,Healthcare,25,37500
2026-06-11,Industrial Zone,Food & Beverage,113,39550
2026-06-11,Industrial Zone,Grocery,89,53400
2026-06-11,Central Mall,Healthcare,67,100500
2026-06-11,Central Mall,Retail,260,208000
2026-06-11,Central Mall,Entertainment,203,101500
2026-06-11,Central Mall,Grocery,381,228600
2026-06-11,Station Area,Grocery,256,153600
2026-06-11,Station Area,Retail,210,168000
2026-06-11,Station Area,Food & Beverage,287,100450
2026-06-11,Station Area,Entertainment,165,82500
2026-06-12,Market Street,Retail,207,165600
2026-06-12,Market Street,Healthcare,78,117000
2026-06-12,Market Street,Entertainment,149,74500
2026-06-12,Market Street,Services,119,142800
2026-06-12,Market Street,Grocery,234,140400
2026-06-12,Market Street,Food & Beverage,355,124250
2026-06-12,Tech Park,Healthcare,67,100500
2026-06-12,Tech Park,Entertainment,147,73500
2026-06-12,Tech Park,Services,92,110400
2026-06-12,Tech Park,Retail,211,168800
2026-06-12,Old Town,Entertainment,96,48000
2026-06-12,Old Town,Grocery,154,92400
2026-06-12,Old Town,Retail,122,97600
2026-06-12,Old Town,Services,81,97200
2026-06-12,Old Town,Food & Beverage,226,79100
2026-06-12,Old Town,Healthcare,45,67500
2026-06-12,Riverside,Food & Beverage,151,52850
2026-06-12,Riverside,Healthcare,29,43500
2026-06-12,Riverside,Grocery,88,52800
2026-06-12,Riverside,Retail,81,64800
2026-06-12,Riverside,Services,44,52800
2026-06-12,College Road,Retail,136,108800
2026-06-12,College Road,Grocery,197,118200
2026-06-12,College Road,Entertainment,107,53500
2026-06-12,College Road,Services,89,106800
2026-06-12,College Road,Food & Beverage,302,105700
2026-06-12,College Road,Healthcare,62,93000
2026-06-12,Industrial Zone,Entertainment,61,30500
2026-06-12,Industrial Zone,Retail,66,52800
2026-06-12,Industrial Zone,Services,31,37200
2026-06-12,Industrial Zone,Healthcare,20,30000
2026-06-12,Industrial Zone,Food & Beverage,106,37100
2026-06-12,Industrial Zone,Grocery,89,53400
2026-06-12,Central Mall,Healthcare,82,123000
